food_name,food_group,calories,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,serving_size_g,protein_calorie_ratio
Lentil and Sweet Potato Curry,Vegetarian,250,45,9,7,5,8,0,100,0.04
Grilled Salmon and Avocado,Non-Vegetarian,350,15,30,20,2,7,80,100,0.09
Baked Tofu with Veggies,Vegetarian,250,20,20,12,3,7,0,100,0.08
Chicken and Chickpea Stir Fry,Non-Vegetarian,300,35,25,12,3,5,90,100,0.08
Grilled Shrimp and Brown Rice,Non-Vegetarian,330,40,25,10,2,4,90,100,0.08
Vegetable Lentil Soup,Vegetarian,210,35,10,6,3,7,0,100,0.05
Paneer and Spinach Curry,Vegetarian,300,25,18,18,5,6,40,100,0.06
Chicken and Quinoa Salad,Non-Vegetarian,350,25,30,15,3,5,75,100,0.09
Grilled Vegetable Skewers,Vegetarian,150,30,6,4,3,5,0,100,0.04
Grilled Fish with Roasted Veggies,Non-Vegetarian,250,20,25,12,2,5,75,100,0.1
Grilled Lamb with Veggies,Non-Vegetarian,350,20,30,18,0,6,80,100,0.09
Stuffed Bell Peppers,Vegetarian,200,40,8,3,4,6,0,100,0.04
Spicy Baked Fish,Non-Vegetarian,280,10,25,15,1,5,75,100,0.09
Tofu and Vegetable Stir Fry,Vegetarian,220,25,15,10,4,7,0,100,0.07
Masoor Dal with Rice,Vegetarian,300,45,15,6,5,8,0,100,0.05
Chicken Breast with Roasted Sweet Potato,Non-Vegetarian,350,40,30,12,2,6,70,100,0.09
Grilled Veggie and Hummus Wrap,Vegetarian,250,35,10,8,3,6,0,100,0.04
Vegetable and Chicken Soup,Non-Vegetarian,220,25,18,8,3,7,0,100,0.08
Grilled Paneer Tikka,Vegetarian,290,15,25,18,5,4,30,100,0.09
Spicy Lentil Stew,Vegetarian,230,40,12,7,3,7,0,100,0.05
Vegetable Frittata,Vegetarian,240,15,20,14,2,5,60,100,0.08
Tofu and Mango Salad,Vegetarian,270,35,12,14,6,8,0,100,0.04
Grilled Salmon with Avocado Salsa,Non-Vegetarian,340,12,28,20,2,5,75,100,0.08
Quinoa and Roasted Vegetable Bowl,Vegetarian,260,40,8,7,4,6,0,100,0.03
Roasted Chicken with Sweet Potato Mash,Non-Vegetarian,350,35,30,15,4,8,70,100,0.09
Vegetable and Lentil Wrap,Vegetarian,270,45,12,8,3,7,0,100,0.04
Chicken Caesar Salad,Non-Vegetarian,300,15,25,18,4,7,80,100,0.08
Stuffed Zucchini with Feta,Vegetarian,220,20,12,12,3,6,0,100,0.05
Chicken Stir Fry with Veggies,Non-Vegetarian,330,30,25,15,3,6,70,100,0.08
Baked Falafel with Tahini Sauce,Vegetarian,280,35,12,10,5,7,0,100,0.04
Grilled Fish with Couscous,Non-Vegetarian,300,35,25,10,2,5,80,100,0.08
Tofu and Vegetable Stir Fry,Vegetarian,250,30,15,10,4,7,0,100,0.06
Grilled Eggplant with Pesto,Vegetarian,220,18,8,14,4,5,0,100,0.04
Grilled Chicken with Veggie Quinoa,Non-Vegetarian,330,40,25,15,4,6,75,100,0.08
Masala Chana with Brown Rice,Vegetarian,320,50,15,8,6,7,0,100,0.05
Spicy Roasted Chickpeas,Vegetarian,200,30,10,8,3,7,0,100,0.05
Grilled Paneer with Spinach,Vegetarian,290,12,22,18,4,6,30,100,0.08
Beef Stir Fry with Veggies,Non-Vegetarian,350,20,30,15,2,6,80,100,0.09
Grilled Zucchini with Yogurt Sauce,Vegetarian,170,15,6,10,3,4,0,100,0.04
Tofu and Cauliflower Stir Fry,Vegetarian,230,18,18,12,4,6,0,100,0.08
Grilled Chicken with Sweet Potato,Non-Vegetarian,320,35,30,14,3,7,70,100,0.09
Vegetable Stir Fry with Tofu,Vegetarian,250,30,15,12,5,7,0,100,0.06
Grilled Turkey with Veggies,Non-Vegetarian,330,25,30,12,4,5,75,100,0.09
Chickpea and Vegetable Curry,Vegetarian,280,45,12,8,4,6,0,100,0.04
Chickpea and Spinach Soup,Vegetarian,250,40,12,6,4,8,0,100,0.05
Grilled Paneer with Vegetable Quinoa,Vegetarian,300,35,18,14,3,7,0,100,0.06
Chicken Tikka with Cauliflower Rice,Non-Vegetarian,350,20,30,18,2,6,80,100,0.09
Vegetable and Quinoa Stuffed Peppers,Vegetarian,240,45,12,6,4,8,0,100,0.05
Grilled Fish with Avocado Salad,Non-Vegetarian,320,15,30,18,2,5,75,100,0.09
Roasted Chicken with Roasted Vegetables,Non-Vegetarian,360,30,35,20,3,7,80,100,0.1
Lentil and Avocado Salad,Vegetarian,290,40,14,10,5,7,0,100,0.05
Chicken and Vegetable Skewers,Non-Vegetarian,310,30,28,12,3,6,75,100,0.09
Vegetable and Tofu Stir Fry,Vegetarian,240,35,15,9,4,8,0,100,0.06
Chana Masala with Rice,Vegetarian,350,50,15,8,5,8,0,100,0.04
Grilled Chicken with Roasted Sweet Potato,Non-Vegetarian,320,35,30,12,3,7,70,100,0.09
Grilled Fish with Veggie Couscous,Non-Vegetarian,320,40,25,12,3,6,80,100,0.08
Vegetable and Hummus Wrap,Vegetarian,220,30,10,8,3,6,0,100,0.05
Grilled Lamb with Quinoa,Non-Vegetarian,380,30,30,22,3,7,85,100,0.08
Paneer and Vegetable Curry,Vegetarian,300,20,18,18,5,6,40,100,0.06
Vegetable and Brown Rice Stir Fry,Vegetarian,270,45,12,6,4,8,0,100,0.04
Chicken and Cauliflower Rice Bowl,Non-Vegetarian,330,25,30,15,3,6,70,100,0.09
Vegetable Lentil Soup with Quinoa,Vegetarian,290,45,15,8,5,7,0,100,0.05
Grilled Tofu with Avocado Salad,Vegetarian,280,35,14,14,4,7,0,100,0.05
Beef and Veggie Stir Fry,Non-Vegetarian,350,30,30,15,2,6,85,100,0.09
Lentil and Spinach Curry,Vegetarian,230,40,15,5,4,8,0,100,0.07
Vegetable and Paneer Wrap,Vegetarian,290,35,18,14,3,7,0,100,0.06
Chicken and Spinach Salad,Non-Vegetarian,310,15,28,18,3,5,80,100,0.09
Grilled Salmon with Roasted Sweet Potato,Non-Vegetarian,350,30,28,18,3,7,90,100,0.08
Vegetable Biryani with Raita,Vegetarian,320,50,10,8,4,7,0,100,0.03
Grilled Turkey with Veggies,Non-Vegetarian,330,35,28,12,3,6,75,100,0.08
Spicy Grilled Chicken Salad,Non-Vegetarian,330,20,30,15,2,7,75,100,0.09
Lentil and Vegetable Stew,Vegetarian,250,45,12,6,3,7,0,100,0.05
Chicken and Mushroom Stir Fry,Non-Vegetarian,320,30,28,14,3,6,75,100,0.09
Vegetable and Paneer Stir Fry,Vegetarian,270,30,18,12,4,7,30,100,0.07
Tofu and Broccoli Stir Fry,Vegetarian,240,25,18,12,4,7,0,100,0.08
Spicy Grilled Fish with Vegetables,Non-Vegetarian,320,25,28,15,2,5,75,100,0.09
Chickpea and Spinach Stir Fry,Vegetarian,230,35,12,8,4,7,0,100,0.05
Quinoa and Vegetable Patties,Vegetarian,270,45,12,8,3,7,0,100,0.04
Grilled Chicken with Roasted Cauliflower,Non-Vegetarian,310,25,30,14,3,7,80,100,0.1
Grilled Chicken with Sweet Potatoes,Non-Vegetarian,400,35,35,15,4,8,75,100,0.09
Tofu and Spinach Stir Fry,Vegetarian,270,25,18,10,3,7,0,100,0.07
Chicken and Quinoa Salad,Non-Vegetarian,350,40,30,12,3,6,80,100,0.09
Paneer and Vegetable Tikka,Vegetarian,320,35,20,15,4,7,40,100,0.06
Masala Chicken with Rice,Non-Vegetarian,420,45,38,18,5,6,80,100,0.09
Grilled Fish with Mixed Vegetables,Non-Vegetarian,350,30,30,12,3,7,85,100,0.09
Lentil and Vegetable Stew,Vegetarian,250,45,12,6,3,8,0,100,0.05
Vegetable Biryani with Yogurt,Vegetarian,300,50,12,8,4,7,0,100,0.04
Grilled Salmon with Veggies,Non-Vegetarian,450,35,40,18,4,6,80,100,0.09
Chickpea and Tofu Salad,Vegetarian,350,40,25,10,3,9,0,100,0.07
Chicken and Brown Rice Bowl,Non-Vegetarian,400,40,35,14,5,6,75,100,0.09
Grilled Paneer with Vegetables,Vegetarian,380,35,25,20,3,8,40,100,0.07
Spicy Grilled Fish with Quinoa,Non-Vegetarian,420,40,35,18,3,7,85,100,0.08
Grilled Chicken with Salad,Non-Vegetarian,350,25,30,15,4,6,80,100,0.09
Tofu and Veggie Stir Fry,Vegetarian,280,35,20,12,4,7,0,100,0.07
Chickpea and Avocado Salad,Vegetarian,300,40,18,10,5,8,0,100,0.06
Spinach and Lentil Soup,Vegetarian,220,35,15,5,3,8,0,100,0.07
Tomato and Cucumber Salad,Vegetarian,150,25,8,4,2,5,0,100,0.05
Grilled Fish with Roasted Vegetables,Non-Vegetarian,300,20,28,12,3,5,70,100,0.09
Vegetable Soup with Quinoa,Vegetarian,250,40,12,6,3,8,0,100,0.05
Grilled Chicken with Asparagus,Non-Vegetarian,350,15,30,14,3,6,80,100,0.09
Chickpea and Spinach Curry,Vegetarian,240,40,18,6,4,7,0,100,0.08
Roasted Vegetables with Tofu,Vegetarian,270,35,15,10,4,8,0,100,0.06
Vegetable Salad with Lemon Dressing,Vegetarian,200,30,10,6,3,7,0,100,0.05
Grilled Chicken with Roasted Sweet Potato,Non-Vegetarian,380,35,30,18,4,6,75,100,0.08
Vegetable Stir Fry with Tofu,Vegetarian,280,40,18,10,4,8,0,100,0.06
Lentil Salad with Roasted Vegetables,Vegetarian,320,45,20,12,3,8,0,100,0.06
Spicy Paneer and Veggies,Vegetarian,310,40,25,18,4,6,30,100,0.08
Masala Grilled Fish with Vegetables,Non-Vegetarian,380,35,35,15,5,6,75,100,0.09
Vegetable and Chickpea Soup,Vegetarian,240,35,20,8,3,7,0,100,0.08
Tofu with Brown Rice and Veggies,Vegetarian,320,45,20,12,5,9,0,100,0.06
Quinoa Salad with Roasted Veggies,Vegetarian,330,50,18,12,4,8,0,100,0.05
Chicken and Vegetable Stir Fry,Non-Vegetarian,400,35,35,16,5,7,70,100,0.09
Grilled Tofu with Avocado Salad,Vegetarian,300,25,20,14,3,7,0,100,0.07
Vegetable and Chicken Stew,Non-Vegetarian,350,40,30,15,4,7,70,100,0.09
Grilled Paneer with Spinach,Vegetarian,300,30,25,15,5,8,30,100,0.08
Grilled Salmon with Broccoli,Non-Vegetarian,450,35,38,18,4,8,85,100,0.08
Grilled Vegetables with Tofu,Vegetarian,320,35,25,14,4,8,0,100,0.08
Vegetable and Lentil Soup,Vegetarian,250,40,15,8,3,7,0,100,0.06
Spicy Vegetable Biryani,Vegetarian,350,45,18,12,4,8,0,100,0.05
Vegetable and Tofu Stir Fry,Vegetarian,290,40,18,12,4,8,0,100,0.06
Chana Masala with Rice,Vegetarian,350,50,15,10,5,7,0,100,0.04
Vegetable Stew with Coconut Milk,Vegetarian,280,40,18,12,4,6,0,100,0.06
Roasted Cauliflower with Chickpeas,Vegetarian,300,40,15,15,5,8,0,100,0.05
Avocado and Chickpea Salad,Vegetarian,320,35,20,14,4,9,0,100,0.06
Grilled Paneer with Vegetables,Vegetarian,350,35,25,18,5,7,30,100,0.07
Quinoa Salad with Grilled Tofu,Vegetarian,330,45,18,12,5,9,0,100,0.05
Spicy Lentil Soup,Vegetarian,240,35,15,8,4,7,0,100,0.06
Vegetable and Lentil Curry,Vegetarian,270,40,20,8,4,7,0,100,0.07
Chickpea and Spinach Stew,Vegetarian,290,40,18,10,5,9,0,100,0.06
Vegetable and Tofu Stir Fry,Vegetarian,280,35,18,12,4,8,0,100,0.06
Vegetable and Chickpea Biryani,Vegetarian,360,50,20,12,4,8,0,100,0.06
Grilled Tofu with Quinoa,Vegetarian,310,45,18,10,5,8,0,100,0.06
Tomato and Lentil Soup,Vegetarian,240,35,18,6,4,7,0,100,0.08
Grilled Paneer with Mixed Vegetables,Vegetarian,340,35,25,18,5,8,30,100,0.07
Tofu and Vegetable Stir Fry,Vegetarian,300,40,18,12,4,8,0,100,0.06
Chickpea and Spinach Salad,Vegetarian,320,40,20,14,4,9,0,100,0.06
Vegetable and Tofu Soup,Vegetarian,250,35,18,10,4,8,0,100,0.07
Lentil and Spinach Curry,Vegetarian,280,40,18,8,4,7,0,100,0.06
Grilled Tofu with Brown Rice,Vegetarian,330,45,18,12,5,9,0,100,0.05
Chickpea and Vegetable Stir Fry,Vegetarian,310,40,20,12,4,8,0,100,0.06
Vegetable and Lentil Stew,Vegetarian,270,40,18,8,4,7,0,100,0.07
Spicy Tofu with Vegetables,Vegetarian,320,40,18,14,5,9,0,100,0.06
Grilled Chicken with Vegetables,Non-Vegetarian,350,30,35,18,5,7,80,100,0.09
Vegetable Curry with Brown Rice,Vegetarian,290,45,15,12,5,8,0,100,0.05
Vegetable Biryani with Raita,Vegetarian,350,45,18,14,5,8,0,100,0.05
Tofu and Vegetable Stir Fry,Vegetarian,320,40,20,12,5,9,0,100,0.06
Chickpea and Cauliflower Soup,Vegetarian,270,40,15,10,4,7,0,100,0.06
Grilled Chicken with Salad,Non-Vegetarian,350,25,30,15,4,6,80,100,0.09
Chickpea and Tomato Curry,Vegetarian,290,40,18,10,4,8,0,100,0.06
Grilled Tofu with Vegetables,Vegetarian,320,40,20,14,5,8,0,100,0.06
Vegetable Soup with Brown Rice,Vegetarian,270,40,18,8,4,7,0,100,0.07
Vegetable and Paneer Curry,Vegetarian,320,40,25,18,5,8,40,100,0.08
Spinach and Tofu Salad,Vegetarian,280,35,18,12,4,7,0,100,0.06
Grilled Fish with Salad,Non-Vegetarian,380,30,35,15,5,7,80,100,0.09
Vegetable and Tofu Stir Fry,Vegetarian,330,40,20,14,5,8,0,100,0.06
Chickpea and Kale Soup,Vegetarian,270,35,18,8,4,7,0,100,0.07
Avocado and Quinoa Salad,Vegetarian,350,45,18,14,5,9,0,100,0.05
Grilled Tofu with Mixed Vegetables,Vegetarian,300,35,20,12,5,7,0,100,0.07
Vegetable Stew with Tofu,Vegetarian,280,40,15,10,4,7,0,100,0.05
